Child,Adult,Electric,Racing,Mountain,Tricycle
45.4865,2.834,30.0077,4.4342,10.7151,48.0768
20.9672,33.7961,33.7577,16.2666,23.8518,26.4805
51.1888,8.0226,23.1995,22.0913,17.4797,34.0865
32.5621,15.4479,18.7077,38.1558,29.3047,18.5265
49.7565,39.9104,28.3122,37.8811,43.8064,35.3301
18.6027,34.5306,17.2185,37.6349,3.9941,12.41
20.9878,23.3291,28.1218,20.6648,49.6701,32.1599
42.2463,6.0167,48.3992,51.0702,9.3561,35.0842
28.6548,21.4944,48.1824,46.5451,22.3503,45.4958
25.9057,28.0521,3.2468,36.2471,26.1881,40.8834
0.8108,47.9021,38.8349,44.6386,15.8736,33.4729
36.8532,17.6564,16.9441,7.0283,38.3896,33.4428
18.0339,6.806,45.7741,42.5915,7.7072,3.7695
27.9152,5.3138,13.8391,3.4115,32.5622,28.9389
21.5452,10.5739,39.2113,20.3289,25.5205,26.1411
1.7855,28.8822,7.6757,8.2462,16.3314,21.0958
50.4274,51.8209,19.3158,11.9708,7.6567,14.4138
27.2742,29.2277,34.8377,8.8402,49.9632,37.7784
44.0093,36.0799,46.0358,38.7917,26.0172,49.1324
48.3413,26.8701,0.8678,18.3121,44.3646,36.5223
38.624,15.6851,6.0225,40.2637,2.258,33.77
22.548,16.4245,2.7634,1.737,7.9985,27.019
19.5551,7.934,15.3888,31.3481,34.9938,46.5575
0.5961,31.6945,17.0438,28.6692,7.6992,4.2419
46.2249,5.0822,46.3152,14.014,4.7319,39.367
34.2973,1.9617,17.5984,14.2161,51.7004,5.9216
6.0291,45.9432,3.7172,6.1385,5.777,7.1041
17.8539,34.016,13.5883,14.6776,5.9089,31.1533
17.4881,40.97,31.0292,26.5394,0.8255,25.6999
15.7901,48.5412,10.2203,16.8906,5.8703,12.9148
43.6814,42.4111,3.241,20.2641,29.6449,25.2984
45.9763,32.0489,6.6065,40.3286,24.0348,28.7525
28.5957,26.9313,23.1438,31.3168,28.6476,36.6001
22.0037,31.4065,5.6409,13.5617,48.3528,13.3795
42.977,45.2476,6.7633,22.1824,38.1867,0.9168
4.125,27.61,7.6019,1.659,25.745,13.8289
4.2388,23.1999,40.7286,7.4235,40.0056,0.523
28.6166,50.836,15.4843,33.5499,52.0045,42.413
18.1996,29.5914,49.4955,30.3153,15.0787,23.8882
29.0794,34.9759,43.2733,4.9415,50.7822,35.181
42.8053,39.0093,52.2358,6.4372,23.7524,18.7196
37.6823,7.4377,22.2091,18.8191,25.1012,14.2986
0.5109,52.4992,32.0143,52.0026,46.4256,51.3054
41.0734,29.1191,46.4586,26.2063,49.1172,40.152
35.6501,37.0569,43.0338,20.8677,32.6975,1.5455
15.1534,4.9345,36.499,30.692,6.4561,47.729
52.3258,33.6588,52.2354,21.6314,38.9199,15.6156
51.4182,48.0457,5.3042,3.6527,0.2248,24.1683
29.4295,5.0569,13.0519,35.9036,18.4085,16.4188
7.6129,7.1747,45.4753,43.5438,23.9368,27.2457
20.1029,36.3658,14.5013,32.498,52.2658,29.3517
51.6337,38.65,47.9903,44.7215,44.7127,44.9826
1.5046,5.2963,30.5337,26.1903,29.7811,9.848
11.2959,50.0178,27.8564,42.217,46.1612,37.7877
16.6328,32.1029,8.6736,2.353,10.5802,35.1788
22.7165,11.6445,8.0469,0.1017,38.3727,39.1261
6.2992,35.2564,1.5106,20.3338,44.704,10.9477
21.6248,31.0214,5.279,40.3186,11.739,9.0449
21.3258,41.4248,26.2377,34.946,5.4967,51.0516
38.6855,14.2535,44.7553,15.7802,15.3329,2.0652
1.2424,0.0466,48.6387,18.7031,36.4121,9.1975
35.9507,5.9258,23.6889,20.5369,27.2072,25.0018
4.0136,44.3722,25.1938,44.6016,32.6954,25.5101
1.3206,16.7741,48.8607,7.5305,10.3523,28.759
24.644,20.7288,52.1581,0.778,27.5706,48.2623
36.7563,8.601,22.0413,35.111,30.0547,26.6172
36.2885,51.7406,28.268,31.1928,15.2029,38.1558
42.5912,11.7219,15.9006,22.5381,41.402,8.9068
33.1529,24.416,29.5005,27.9528,42.2708,23.2211
3.2096,26.2226,39.6335,52.6206,1.1119,27.6357
21.2808,40.7066,6.786,21.9498,25.5074,14.1548
13.7925,31.0468,23.2426,18.5837,41.1862,49.7777
39.9928,9.2402,2.8698,6.4167,4.5066,48.8794
21.1713,0.4919,30.8214,1.953,11.0436,19.7246
41.58,41.0394,18.4039,50.6949,33.9636,36.9814
49.5473,21.3165,50.5679,8.9033,7.2472,50.8551
45.3926,49.414,36.4732,36.5928,52.9781,47.3097
21.5055,10.7785,31.4444,28.3408,29.3751,32.0127
21.6486,41.2986,21.979,7.7952,46.4751,19.5202
24.3317,14.5483,23.3343,14.1106,6.5324,23.5742
3.5943,29.0096,6.2088,37.6205,0.4875,16.646
3.4518,40.8531,9.3632,31.615,9.6008,9.0778
15.0919,17.3166,16.5566,29.0251,51.3508,13.0049
0.8546,37.2162,34.4542,16.7416,37.2163,21.848
28.0065,29.1233,51.8277,21.8841,13.4358,8.0614
27.6038,9.2155,36.0471,32.5326,38.0521,8.0608
8.2608,40.6585,11.0381,1.9516,46.6477,11.317
17.039,14.9093,9.4952,8.2161,1.3441,43.09
40.4034,31.0523,26.5075,7.4976,25.8796,39.7907
13.3623,22.2027,17.9104,18.3439,43.0075,13.3418
13.7917,7.5393,50.5694,34.9896,27.8725,37.4611
26.5401,30.7009,47.7565,16.001,20.4661,20.159
34.3618,31.7091,35.0735,22.0044,27.0269,44.1181
25.7809,4.4555,20.3168,50.6528,37.7865,18.0763
14.3284,36.8185,8.1008,5.5423,8.4116,50.9589
2.8069,39.6569,32.6434,4.7908,45.0924,43.0157
29.3465,20.4275,27.8857,9.1634,20.9394,4.262
37.7665,33.0517,33.2899,13.6524,27.2415,6.0434
34.056,5.1695,48.6377,15.3313,11.8775,1.2752
13.6445,18.7793,0.5206,6.5279,32.7668,32.31
1.768,31.5156,37.0824,3.5715,43.2454,29.5781
14.7977,21.4319,3.9818,15.2349,2.0364,23.3203
16.1926,36.6512,0.0,0.034,49.4824,46.0906
51.0747,32.3975,0.0,1.1944,51.9312,11.0423
33.1531,31.2669,0.0,29.0275,13.9417,37.9616
4.2836,29.816,0.0,18.6339,8.2166,30.942
2.6107,34.3466,0.0,45.603,52.0785,0.0
40.7331,9.1344,0.0,16.7785,12.4788,0.0
6.1508,52.6421,0.0,14.1263,0.0,0.0
52.6158,39.9467,0.0,0.0,0.0,0.0
33.6431,5.0999,0.0,0.0,0.0,0.0
44.9851,42.0108,0.0,0.0,0.0,0.0
15.1996,49.1313,0.0,0.0,0.0,0.0
31.7679,35.7513,0.0,0.0,0.0,0.0
0.0,22.3771,0.0,0.0,0.0,0.0
